customer_age,customer_tenure_months,payment_amount,previous_payment_success_rate,previous_failed_payments,days_since_last_payment,payment_method,failure_reason,subscription_age_months,customer_lifetime_value,previous_recovery_count,recovered
65,48,1662.35,0.76,0,14,card,insufficient_funds,39,951.71,0,1
56,8,653.97,0.64,3,26,upi,insufficient_funds,17,17342.18,3,0
45,9,879.01,0.56,0,32,upi,bank_error,40,21420.65,1,0
58,27,2676.69,0.74,3,59,card,card_declined,28,6744.22,0,0
52,4,1484.85,0.72,0,71,card,network_error,23,4696.91,1,1
64,21,480.5,0.87,3,57,netbanking,bank_error,19,2080.89,0,1
65,31,1459.17,0.96,0,73,upi,bank_error,2,2815.66,0,1
35,21,2610.64,0.6,2,12,card,network_error,25,6444.05,1,0
31,40,1236.55,0.52,0,3,upi,bank_error,23,5734.73,0,1
52,25,2018.8,0.64,3,32,card,card_declined,22,12679.23,1,1
61,39,763.64,0.66,2,15,upi,expired_card,5,3456.02,3,0
58,15,1315.42,0.42,1,9,card,bank_error,19,3219.19,1,1
24,53,363.68,0.92,0,49,upi,insufficient_funds,14,15396.23,1,1
58,35,1704.13,1.0,1,44,upi,card_declined,28,2858.35,1,1
30,49,1411.05,0.95,1,81,upi,expired_card,8,3742.62,1,1
35,43,444.44,0.92,2,28,card,card_declined,18,10135.08,1,1
54,41,3179.93,1.0,1,45,upi,insufficient_funds,35,13415.06,1,0
30,37,1635.65,0.94,0,13,upi,bank_error,3,3985.76,0,0
53,57,675.28,0.81,1,47,upi,insufficient_funds,16,1354.55,0,1
48,42,1735.91,0.5,2,21,card,card_declined,6,35347.91,0,0
19,47,550.54,0.49,4,50,card,bank_error,37,2393.23,0,0
33,28,606.5,0.43,1,47,upi,insufficient_funds,25,6780.33,0,1
26,14,552.55,0.65,2,5,netbanking,bank_error,47,8755.11,0,0
26,4,541.49,0.89,0,7,upi,card_declined,1,4031.18,0,1
55,53,1489.7,0.69,3,38,upi,bank_error,31,2574.71,0,0
28,20,1171.65,0.62,1,37,netbanking,bank_error,33,2070.79,0,0
39,34,1851.51,0.47,2,83,card,card_declined,12,9523.91,0,0
50,12,152.36,0.43,1,32,card,bank_error,22,1242.19,1,0
53,33,833.74,0.64,2,56,card,network_error,4,5255.17,1,1
62,24,842.03,0.46,1,43,upi,card_declined,29,4568.71,0,0
40,20,1137.79,0.46,3,67,card,card_declined,32,6753.97,1,0
62,5,1117.38,0.64,0,27,upi,insufficient_funds,22,4123.06,0,1
62,38,1286.47,0.7,1,51,card,bank_error,43,9332.52,0,0
51,30,1166.98,0.51,3,48,netbanking,insufficient_funds,42,4859.04,2,0
26,24,795.4,0.81,3,72,wallet,insufficient_funds,8,4406.52,1,0
41,43,829.08,0.65,0,53,card,expired_card,16,1436.56,0,1
25,40,1056.83,0.46,0,83,upi,card_declined,44,6237.53,0,0
24,7,1561.26,0.78,0,48,netbanking,card_declined,35,6967.42,1,1
53,36,1163.94,0.61,3,10,card,card_declined,45,4967.31,2,0
35,38,632.94,0.43,0,9,card,card_declined,10,6557.11,1,1
20,16,609.91,0.97,3,86,upi,insufficient_funds,20,3540.7,4,0
45,52,1567.01,0.74,1,46,upi,bank_error,35,931.73,1,1
23,15,1863.43,0.69,1,10,upi,network_error,11,3660.73,3,1
61,46,2320.9,0.92,4,36,wallet,insufficient_funds,22,2796.04,0,0
61,23,777.71,0.96,2,10,wallet,insufficient_funds,11,6125.47,1,1
38,12,294.6,0.53,0,27,netbanking,card_declined,10,2065.87,2,0
45,29,1432.46,0.89,3,79,card,card_declined,14,11717.18,2,1
57,44,664.52,0.9,3,19,card,bank_error,17,6989.88,1,1
18,48,1020.08,0.43,0,11,netbanking,insufficient_funds,17,8607.22,3,1
53,15,1216.53,0.83,1,32,upi,bank_error,37,4311.19,1,1
38,29,1615.75,0.44,1,20,card,expired_card,40,5750.03,1,0
60,45,2049.27,0.76,3,46,card,card_declined,9,7091.18,0,0
52,43,2486.78,0.8,2,60,netbanking,bank_error,29,2670.96,2,1
30,49,2761.48,0.62,2,79,card,bank_error,27,6908.97,1,0
66,21,1179.48,0.93,1,68,wallet,expired_card,44,1951.96,0,0
27,15,336.28,0.88,1,17,upi,insufficient_funds,28,16043.31,0,1
61,14,715.74,0.96,1,65,upi,insufficient_funds,22,3482.96,0,0
64,42,2938.6,0.59,3,57,card,network_error,13,5693.98,1,0
27,44,1216.98,0.41,2,19,upi,insufficient_funds,16,3020.41,1,0
63,16,5038.49,0.89,1,5,upi,network_error,44,2001.65,1,1
30,15,841.1,0.53,3,82,card,network_error,4,13911.74,2,0
54,42,5535.87,0.68,0,81,upi,network_error,7,6090.16,0,0
55,4,1095.48,0.89,1,55,upi,network_error,14,776.1,1,1
41,27,817.44,0.53,1,4,card,card_declined,5,1445.09,0,0
19,23,666.36,0.59,0,52,netbanking,insufficient_funds,7,4436.9,2,0
39,29,1740.45,0.66,2,19,netbanking,card_declined,10,8009.12,0,0
34,41,407.83,0.56,4,31,card,card_declined,18,4867.17,0,0
53,53,746.33,0.68,0,3,netbanking,insufficient_funds,3,6517.15,0,1
31,52,1057.0,0.41,0,67,upi,insufficient_funds,13,1992.06,2,1
27,9,225.77,0.53,4,29,upi,insufficient_funds,13,22511.78,0,0
52,53,1024.33,0.9,3,53,card,network_error,28,4036.4,0,1
42,57,3656.81,0.65,2,8,card,card_declined,16,6495.33,0,0
20,56,1483.81,0.78,4,5,upi,insufficient_funds,19,1896.07,0,0
64,52,691.85,0.54,0,64,card,network_error,24,4471.59,0,1
55,43,784.85,0.79,1,27,card,card_declined,41,15153.57,0,1
34,43,1388.53,1.0,4,33,card,network_error,17,6944.86,2,0
29,7,766.99,0.76,3,58,upi,bank_error,27,1836.04,1,0
69,53,1522.32,0.78,2,62,upi,card_declined,18,10363.44,0,0
41,42,751.99,0.47,2,82,wallet,card_declined,8,2215.46,1,0
46,4,535.39,0.64,1,88,card,network_error,34,666.79,1,1
60,5,2506.28,0.92,2,26,card,bank_error,25,5094.59,0,1
42,5,1801.42,0.9,4,14,upi,card_declined,6,1060.94,0,0
53,11,292.39,0.71,3,89,card,insufficient_funds,26,6019.68,0,0
43,41,866.27,0.94,2,32,upi,bank_error,41,835.51,0,1
55,28,2275.73,0.49,0,41,card,card_declined,18,2852.04,0,0
18,16,976.23,0.79,2,14,upi,card_declined,9,14161.86,0,0
37,41,730.42,0.55,2,48,upi,card_declined,29,9908.01,0,0
45,54,918.94,0.79,3,48,upi,insufficient_funds,35,8725.99,0,0
33,30,1185.17,0.45,1,86,card,expired_card,36,8424.02,0,0
64,4,967.05,0.97,1,38,upi,network_error,27,13142.33,2,1
34,2,1034.97,0.87,3,7,netbanking,bank_error,40,1410.58,1,0
57,46,987.37,0.52,0,33,card,insufficient_funds,7,29801.19,1,1
45,3,554.72,0.78,3,24,netbanking,network_error,26,5329.12,0,1
29,50,535.07,0.86,0,26,card,card_declined,47,2011.82,1,0
44,21,511.34,0.53,3,50,upi,bank_error,47,3220.8,0,0
59,6,1169.17,0.46,3,42,card,insufficient_funds,8,2644.09,0,0
64,43,1649.02,0.61,0,13,upi,expired_card,37,15520.8,1,1
47,53,567.41,0.48,0,31,card,network_error,18,10249.42,1,1
58,18,383.72,0.74,0,23,upi,network_error,44,11174.61,2,0
51,44,595.9,0.65,2,37,wallet,bank_error,29,12372.0,1,0
54,5,2926.85,0.68,1,59,upi,network_error,26,11774.65,2,0
23,9,880.79,0.73,2,58,netbanking,expired_card,29,4907.33,1,0
24,20,944.01,0.99,1,16,upi,network_error,37,8770.65,1,1
49,28,627.41,0.88,3,39,card,insufficient_funds,22,12700.7,0,0
49,26,1636.3,0.78,2,72,card,insufficient_funds,42,9084.55,0,0
42,18,1005.93,0.62,1,82,card,card_declined,16,4828.07,0,0
50,19,659.41,0.42,2,9,upi,network_error,3,6082.25,2,1
24,3,532.92,0.47,1,64,upi,insufficient_funds,37,8155.73,1,0
69,9,1428.66,0.84,0,22,card,expired_card,23,1527.26,2,0
29,36,1319.21,0.62,2,75,upi,insufficient_funds,12,2403.96,2,0
33,31,460.91,0.6,2,54,card,network_error,33,4370.52,0,0
33,49,2589.36,0.93,3,22,card,insufficient_funds,35,21358.64,1,1
60,17,699.72,0.69,1,14,card,insufficient_funds,41,3274.93,0,0
53,55,231.06,0.94,1,87,upi,card_declined,14,31726.79,2,0
30,23,3197.24,0.93,2,66,wallet,bank_error,24,1690.38,2,1
24,34,1020.68,0.45,2,79,card,insufficient_funds,26,5195.22,0,0
53,41,1486.43,0.97,3,50,upi,insufficient_funds,10,21803.65,1,0
64,41,3535.47,0.45,1,5,netbanking,bank_error,44,6191.69,1,1
68,5,543.57,0.98,0,17,card,card_declined,5,3026.73,0,1
26,15,1533.85,0.67,1,1,wallet,network_error,23,8074.26,0,0
49,47,2496.71,0.86,2,14,card,bank_error,18,2433.06,1,1
28,3,570.12,0.82,1,55,wallet,expired_card,11,6567.67,2,0
25,19,3048.67,0.71,3,17,card,expired_card,8,1077.09,3,0
50,28,408.95,0.77,2,9,upi,card_declined,33,4352.45,1,1
40,3,1025.82,0.97,1,12,upi,network_error,6,3838.32,1,1
42,38,516.6,0.96,1,66,card,bank_error,45,5104.6,0,1
25,4,1784.85,0.79,0,15,card,bank_error,15,9339.04,2,1
62,24,557.92,0.79,0,34,card,network_error,3,7244.75,0,1
39,31,711.86,0.55,4,37,card,insufficient_funds,13,3971.19,1,0
21,45,592.72,0.9,0,53,upi,bank_error,17,7755.91,0,0
57,59,472.79,0.78,2,41,netbanking,insufficient_funds,26,25046.4,0,1
20,45,641.06,0.9,1,78,card,card_declined,11,1495.43,1,0
46,59,1062.38,0.79,4,4,card,insufficient_funds,44,3117.96,0,1
58,11,1022.34,0.58,0,8,card,insufficient_funds,35,18740.55,0,1
46,37,942.44,0.51,2,87,card,expired_card,6,2043.59,0,0
51,1,687.75,0.45,2,71,wallet,insufficient_funds,39,1607.07,1,0
51,9,854.72,0.75,1,17,card,insufficient_funds,28,1739.78,1,0
45,17,361.44,0.57,1,22,card,insufficient_funds,31,3046.26,0,0
30,54,672.3,0.78,2,8,card,card_declined,35,5148.62,1,0
32,1,938.95,0.44,1,22,card,network_error,20,1449.08,1,0
40,3,1347.56,0.63,0,40,card,network_error,19,9494.55,1,1
61,47,1237.17,0.56,0,22,card,expired_card,13,13816.76,0,0
43,26,464.25,0.62,3,5,card,expired_card,4,4793.79,1,0
21,53,1479.49,0.43,0,9,upi,insufficient_funds,6,2880.15,3,0
43,31,1194.61,0.83,1,60,upi,network_error,47,10405.45,0,0
57,26,3005.25,0.47,4,20,upi,network_error,44,4398.03,1,0
26,23,385.26,0.41,0,86,card,insufficient_funds,43,3259.02,1,0
22,30,996.72,0.97,1,34,card,card_declined,10,4271.97,3,0
49,10,2257.28,0.52,1,36,card,insufficient_funds,42,2229.01,0,0
37,8,891.14,0.9,0,83,card,insufficient_funds,39,3257.65,0,0
67,44,578.58,0.98,0,71,card,card_declined,5,10569.4,0,1
28,25,619.4,0.72,2,38,netbanking,insufficient_funds,44,9914.19,1,0
32,22,1899.51,0.72,1,67,card,insufficient_funds,31,7023.63,2,1
49,15,371.05,0.62,3,32,card,insufficient_funds,35,12465.71,2,0
45,59,868.47,0.66,4,46,upi,insufficient_funds,31,8580.21,0,0
39,41,593.92,0.69,0,25,upi,insufficient_funds,42,12608.49,1,1
58,56,626.0,0.49,0,64,upi,network_error,42,4221.62,1,0
34,57,1493.86,0.62,1,33,card,insufficient_funds,30,13418.68,0,0
43,10,831.55,0.89,0,47,upi,bank_error,38,11986.74,1,1
61,20,1290.94,0.51,3,69,upi,bank_error,15,10473.59,1,1
24,41,459.71,0.84,0,29,card,network_error,12,4098.38,1,0
59,47,1960.45,0.79,2,59,wallet,insufficient_funds,38,2170.48,0,1
43,23,1272.67,0.43,0,31,upi,bank_error,20,3714.4,0,0
42,53,2608.7,0.41,0,26,upi,card_declined,17,2444.83,0,1
27,53,824.79,0.61,2,63,upi,insufficient_funds,45,1319.53,0,0
62,1,1502.21,0.82,2,58,netbanking,expired_card,7,3844.31,1,0
36,2,1897.66,0.6,1,85,upi,card_declined,8,5711.44,1,0
28,58,1481.67,0.8,3,49,wallet,card_declined,29,5605.53,0,1
30,19,3599.15,0.8,4,65,card,expired_card,20,27117.86,0,0
25,14,342.32,0.88,1,59,netbanking,insufficient_funds,32,2351.48,1,0
57,8,1239.24,0.46,1,62,upi,insufficient_funds,40,1355.54,0,0
21,38,825.43,0.75,1,68,upi,bank_error,44,9458.07,1,1
64,12,784.95,0.44,4,47,card,expired_card,10,17703.16,1,0
48,26,3119.64,0.51,1,22,card,insufficient_funds,13,8478.18,0,1
45,27,710.42,0.6,3,80,netbanking,network_error,18,6578.61,1,0
28,29,1992.17,0.82,0,64,card,insufficient_funds,26,6350.4,1,1
60,15,524.34,0.98,4,46,upi,bank_error,43,1974.21,0,0
18,46,2238.72,0.61,0,59,wallet,card_declined,36,12272.56,1,0
66,53,1079.53,0.71,1,32,card,bank_error,12,7118.42,3,0
64,1,899.71,0.56,0,85,card,bank_error,46,2260.82,1,0
69,43,374.01,0.81,2,37,card,bank_error,9,1789.78,1,1
55,28,901.02,0.62,5,67,card,insufficient_funds,3,6953.96,0,0
41,57,678.08,0.69,0,52,upi,bank_error,19,2478.15,2,0
64,3,3727.02,0.74,1,43,card,insufficient_funds,39,4884.7,0,0
48,51,1137.02,0.81,0,34,upi,card_declined,38,6698.83,4,1
58,18,722.31,0.44,1,61,wallet,insufficient_funds,38,2454.98,2,0
63,52,701.21,0.73,1,71,card,network_error,24,7716.09,1,1
67,34,423.3,0.66,1,67,netbanking,network_error,27,5364.43,2,0
43,32,3183.05,0.48,1,45,card,expired_card,43,5781.41,0,0
66,29,2642.27,0.52,1,41,card,bank_error,10,2875.09,1,0
67,25,1046.45,0.93,0,52,card,card_declined,12,3624.99,1,1
22,26,5041.92,0.92,2,66,card,card_declined,42,22865.27,0,0
37,39,1086.62,0.42,0,12,upi,network_error,18,15457.97,1,0
69,8,2362.57,0.81,3,15,upi,network_error,37,1602.05,0,0
58,19,1629.96,0.73,0,16,upi,card_declined,44,9224.9,0,0
28,54,733.52,0.96,1,3,card,bank_error,47,2468.26,1,1
50,47,1245.95,0.94,4,27,upi,insufficient_funds,39,4129.27,1,0
67,42,1423.55,0.75,1,23,card,expired_card,1,1725.71,1,0
55,22,440.1,0.48,2,64,upi,insufficient_funds,36,3829.64,0,0
44,29,1341.55,0.68,2,33,card,card_declined,23,3722.41,0,0
51,33,2437.34,0.84,1,48,card,bank_error,5,2141.55,1,0
32,38,675.82,0.97,3,88,upi,card_declined,12,2580.28,1,1
49,45,946.44,0.62,1,55,netbanking,bank_error,16,3780.09,3,1
38,46,504.35,0.87,0,27,netbanking,card_declined,5,7750.73,2,0
63,35,782.15,0.81,2,47,upi,expired_card,16,3523.49,1,0
22,43,825.8,0.45,1,31,netbanking,expired_card,3,7017.08,1,0
23,3,3310.03,0.73,2,79,upi,insufficient_funds,40,1088.58,3,0
55,19,878.28,0.51,1,35,upi,bank_error,17,2986.19,2,0
39,10,756.55,0.81,0,36,upi,insufficient_funds,11,3163.79,2,0
35,27,1026.83,0.77,3,24,netbanking,network_error,46,5558.72,0,1
31,15,331.83,0.98,1,17,upi,bank_error,35,6690.12,0,0
27,11,210.38,0.96,2,45,wallet,insufficient_funds,36,2573.57,2,0
63,47,416.76,0.41,0,62,card,card_declined,19,8797.49,0,0
30,26,1375.91,0.45,1,1,wallet,insufficient_funds,12,8562.68,0,0
48,59,1094.58,0.86,5,20,card,insufficient_funds,41,7468.49,0,1
47,24,2015.0,0.81,0,70,upi,insufficient_funds,2,3111.66,2,1
20,13,378.32,0.88,3,69,upi,bank_error,27,1839.24,0,0
47,32,950.66,0.56,2,64,netbanking,card_declined,28,9225.94,1,0
23,37,359.86,0.91,1,70,card,insufficient_funds,30,5778.06,0,1
46,4,1322.3,0.67,2,50,wallet,bank_error,37,5131.55,1,1
25,13,418.0,0.56,0,53,card,card_declined,10,3461.37,0,0
61,9,924.86,0.41,0,38,card,expired_card,35,4111.94,2,0
62,57,1267.09,0.92,1,52,netbanking,card_declined,19,2084.75,1,0
60,49,833.94,0.72,1,61,netbanking,network_error,18,15799.36,0,1
61,34,225.12,0.99,0,74,upi,insufficient_funds,37,5638.2,0,0
50,56,3510.92,0.83,2,25,netbanking,network_error,3,6283.94,1,1
34,37,774.21,0.45,2,29,card,bank_error,18,527.26,1,0
65,48,355.44,0.75,4,35,card,insufficient_funds,21,2663.58,3,0
28,7,1868.4,0.41,0,47,wallet,card_declined,14,5709.75,2,0
30,1,1917.92,0.73,1,57,upi,bank_error,35,4158.73,2,1
67,58,887.56,0.61,0,32,wallet,insufficient_funds,40,3108.73,0,1
28,12,3214.33,0.79,1,46,wallet,insufficient_funds,40,4884.84,0,0
48,21,652.96,0.72,1,36,upi,insufficient_funds,39,2784.93,1,0
45,11,1240.11,0.56,1,71,upi,insufficient_funds,42,4475.1,0,0
61,44,1568.01,0.5,1,10,card,card_declined,22,3084.45,0,0
23,51,3164.65,0.64,0,46,card,insufficient_funds,41,11140.62,0,0
58,58,281.37,0.99,3,26,upi,insufficient_funds,35,3166.76,1,0
33,44,5454.87,0.66,2,48,netbanking,bank_error,9,4271.5,1,0
21,44,2494.17,0.85,2,48,upi,expired_card,16,3403.85,1,1
52,14,1502.1,0.43,1,13,card,card_declined,19,4929.74,1,0
65,34,626.56,0.63,1,30,card,card_declined,3,35966.24,0,0
43,34,590.77,0.75,1,70,card,bank_error,30,23367.97,0,0
29,25,1341.42,0.85,1,66,upi,bank_error,24,11619.48,3,1
28,4,1549.46,0.72,1,7,upi,bank_error,1,7827.18,0,0
54,52,1415.74,0.71,0,56,upi,bank_error,10,3956.62,0,0
42,55,1226.39,0.86,0,30,upi,network_error,31,5726.05,0,0
35,26,1483.82,0.59,2,55,card,card_declined,40,5152.27,1,0
36,16,237.48,0.45,3,89,netbanking,bank_error,40,7161.89,0,0
40,10,910.26,0.61,2,33,card,expired_card,22,2612.31,1,0
55,45,416.44,0.5,1,42,upi,expired_card,23,2696.08,0,0
35,2,1065.95,0.98,1,6,card,expired_card,22,2952.29,1,1
43,35,2736.75,0.75,1,8,card,network_error,43,2418.37,0,0
23,19,580.52,0.67,3,73,card,network_error,1,3232.41,1,0
21,6,667.47,0.95,2,75,wallet,card_declined,5,8328.13,2,0
61,19,605.07,0.94,3,88,card,insufficient_funds,26,5057.96,1,0
68,59,664.39,0.65,1,70,card,card_declined,17,5183.1,1,0
46,53,1616.21,0.92,4,40,card,card_declined,34,9380.05,3,0
51,52,1902.72,0.44,2,56,netbanking,bank_error,31,2595.52,2,0
34,51,3066.95,0.93,0,80,card,card_declined,34,8161.03,2,1
60,8,542.62,0.59,4,17,card,bank_error,14,16099.76,0,0
60,14,1770.04,0.74,2,88,card,card_declined,12,6259.03,1,0
33,10,1988.74,0.56,1,7,wallet,bank_error,36,2109.39,0,0
19,3,3488.78,0.99,0,40,wallet,insufficient_funds,15,2932.91,0,0
51,38,571.73,0.44,2,58,upi,card_declined,3,2169.27,0,0
25,29,269.75,0.67,0,62,upi,card_declined,9,2285.3,1,0
30,15,903.1,0.77,1,74,card,insufficient_funds,10,4112.53,0,0
59,23,7832.85,0.77,1,54,card,insufficient_funds,5,4475.18,1,0
25,23,509.44,0.84,1,9,upi,network_error,2,1818.83,0,1
47,18,1542.02,0.83,1,51,card,card_declined,26,4896.97,1,0
49,46,232.39,0.88,1,10,card,bank_error,6,4991.95,0,1
53,19,3906.46,0.54,1,49,wallet,expired_card,45,5017.25,3,0
64,28,294.49,0.62,0,30,card,card_declined,6,13155.81,0,0
47,26,205.66,0.63,1,9,card,network_error,5,2932.06,1,1
18,10,1175.22,0.97,2,46,upi,insufficient_funds,46,1269.42,0,0
60,47,1191.37,0.65,1,26,card,network_error,28,4869.6,0,1
56,4,2961.65,0.53,2,64,upi,network_error,19,10862.11,1,0
34,55,1987.48,0.78,0,34,card,insufficient_funds,24,1061.64,1,1
37,2,270.32,0.66,2,27,card,network_error,37,4430.38,0,1
41,3,986.03,0.55,0,84,upi,card_declined,26,4854.24,2,0
67,7,673.2,0.83,0,88,card,card_declined,15,2839.18,2,1
39,55,430.72,0.52,0,27,upi,expired_card,41,1345.65,1,0
46,16,1485.6,0.78,3,41,wallet,card_declined,16,18880.46,0,0
39,31,2275.8,0.66,1,83,card,insufficient_funds,31,4058.25,1,0
61,10,624.09,0.59,1,18,upi,insufficient_funds,44,2386.37,0,0
26,19,868.71,0.97,2,50,card,expired_card,46,11996.28,0,1
54,28,910.2,0.59,4,43,netbanking,insufficient_funds,29,1665.44,2,0
27,17,690.38,0.61,3,41,netbanking,bank_error,22,2700.34,0,0
53,28,813.08,0.92,3,76,upi,network_error,39,1352.45,1,1
54,19,690.07,0.48,0,18,card,expired_card,19,2056.95,0,0
45,37,1196.61,0.46,4,61,card,card_declined,6,2511.08,0,0
45,23,727.41,0.57,4,72,card,insufficient_funds,35,6628.41,0,0
59,20,1478.77,0.75,1,53,wallet,bank_error,43,10255.67,0,1
60,13,725.55,0.63,1,80,upi,insufficient_funds,36,10697.06,0,0
38,13,1724.54,0.77,0,53,card,insufficient_funds,15,3653.15,1,1
41,43,714.67,0.5,2,13,card,insufficient_funds,37,11976.11,1,0
59,11,1675.75,0.56,2,26,card,card_declined,43,1744.63,0,0
57,48,605.46,0.74,2,56,upi,insufficient_funds,17,15032.86,0,0
19,15,2038.06,0.53,1,85,upi,bank_error,8,4605.63,0,0
25,17,315.89,0.65,2,61,card,insufficient_funds,13,10224.94,2,0
65,54,1092.15,0.74,1,50,card,bank_error,16,6642.27,0,1
44,50,737.3,0.98,2,21,card,card_declined,5,5267.14,1,1
39,28,1061.75,0.45,2,8,card,bank_error,24,10702.93,1,0
54,19,478.09,0.68,0,70,wallet,expired_card,26,3430.72,1,0
44,4,956.98,0.64,1,64,upi,insufficient_funds,19,10719.37,2,0
46,22,504.44,0.89,1,50,wallet,network_error,3,3956.72,3,0
20,22,928.23,0.94,1,2,card,card_declined,8,54854.34,1,1
61,55,869.74,0.94,4,72,netbanking,bank_error,26,1839.18,0,0
30,37,1381.53,0.63,0,70,card,bank_error,46,7232.02,1,0
62,39,1148.33,0.58,2,6,upi,insufficient_funds,40,6371.31,1,1
27,34,4083.92,0.67,5,22,card,card_declined,31,10040.75,2,0
53,33,767.43,0.61,1,89,upi,network_error,29,2526.45,0,0
26,44,999.4,0.83,2,46,upi,card_declined,31,3503.74,0,1
44,42,10188.5,0.53,3,61,upi,insufficient_funds,19,2212.25,0,0
51,40,937.78,0.8,2,35,netbanking,insufficient_funds,47,6818.65,0,0
68,33,2137.21,0.96,1,62,upi,bank_error,20,14771.67,3,0
18,12,1641.86,0.57,3,69,wallet,insufficient_funds,45,4642.57,1,0
49,2,5621.45,0.81,0,86,card,insufficient_funds,22,9403.2,1,0
42,59,402.84,0.49,3,57,upi,insufficient_funds,29,50393.14,3,0
46,28,371.96,0.47,1,25,upi,card_declined,45,4996.16,3,0
24,10,501.44,0.47,2,82,upi,network_error,11,748.61,0,0
66,22,1237.62,0.48,1,73,card,card_declined,1,5796.93,0,0
20,17,543.28,0.53,3,25,card,card_declined,9,11829.28,0,0
37,26,246.31,0.74,1,33,netbanking,expired_card,18,2236.7,0,0
37,3,574.18,0.86,0,8,upi,bank_error,1,2824.44,0,0
47,7,1419.43,0.48,2,13,upi,insufficient_funds,5,2297.94,0,1
52,44,582.59,0.92,2,61,card,insufficient_funds,47,7662.48,0,0
52,8,2439.84,0.91,2,8,card,card_declined,12,2873.15,1,1
66,20,498.81,0.84,2,27,card,bank_error,28,17572.44,0,0
56,12,1107.54,0.66,0,54,upi,card_declined,24,9951.04,2,0
44,35,834.1,0.4,3,3,card,insufficient_funds,37,23090.47,1,1
43,17,1251.3,0.84,0,33,netbanking,insufficient_funds,30,6987.03,3,0
31,28,1342.38,0.93,1,28,wallet,bank_error,19,10646.05,1,1
34,41,3326.37,0.6,1,85,upi,card_declined,39,9330.1,0,0
35,10,1777.37,0.83,1,52,card,insufficient_funds,40,2741.69,0,0
62,22,816.86,0.44,1,29,card,network_error,21,10088.65,0,1
69,38,1684.13,0.83,2,61,upi,bank_error,23,9358.04,2,1
46,57,1854.14,0.44,4,73,card,card_declined,3,2324.82,0,0
37,33,4589.27,0.75,0,61,upi,expired_card,9,1040.79,1,0
44,22,982.41,0.76,3,22,wallet,card_declined,14,5155.69,1,0
35,44,1034.8,0.58,1,72,card,network_error,31,5915.79,0,1
21,37,2747.95,0.45,1,57,upi,network_error,6,2142.98,0,0
18,13,270.71,0.97,2,45,wallet,bank_error,1,6953.3,0,0
67,27,950.28,0.72,1,81,card,card_declined,11,6194.91,1,0
18,15,1782.97,0.75,0,87,upi,expired_card,44,6849.65,1,0
43,22,2282.55,0.77,2,30,upi,network_error,21,2793.42,0,1
62,30,233.56,0.93,5,79,wallet,bank_error,18,6398.44,1,0
37,43,429.75,0.44,2,14,netbanking,network_error,24,7905.41,1,0
69,40,191.54,0.94,3,89,upi,card_declined,6,13663.3,0,0
40,37,2020.41,0.54,1,80,upi,insufficient_funds,47,1324.42,1,0
27,34,1265.37,0.45,1,48,card,bank_error,34,64319.6,4,1
28,44,2961.08,0.79,2,18,upi,bank_error,8,15375.91,0,0
58,34,1119.25,0.99,2,32,card,card_declined,17,6228.03,1,0
58,58,5264.22,0.43,1,38,card,insufficient_funds,31,7008.13,1,0
22,48,566.73,0.66,2,53,upi,network_error,30,1397.53,0,1
18,53,848.1,0.72,3,15,upi,insufficient_funds,44,4014.03,3,0
34,35,1464.08,0.55,3,37,card,insufficient_funds,30,10669.79,0,1
39,42,665.86,0.99,0,49,card,insufficient_funds,2,3776.53,3,1
51,19,1468.53,0.78,1,33,upi,network_error,29,3097.68,0,0
62,8,1014.9,0.91,1,13,card,bank_error,16,4859.3,1,0
58,39,974.33,0.65,1,71,card,insufficient_funds,5,6310.09,1,0
46,33,1004.56,0.61,0,64,card,bank_error,6,3056.05,0,0
21,44,1796.83,0.73,0,19,upi,network_error,18,5588.54,0,0
22,28,862.62,0.66,1,85,upi,bank_error,13,6811.93,1,0
28,37,500.72,0.83,0,56,card,insufficient_funds,35,2643.4,1,1
68,48,1149.43,0.56,0,37,wallet,card_declined,4,2185.09,0,0
38,25,703.63,0.67,3,58,upi,card_declined,8,5499.4,0,0
52,36,544.87,0.94,0,9,upi,card_declined,33,5037.68,0,1
29,17,326.46,0.85,2,4,card,bank_error,11,2929.02,0,0
43,24,2104.41,0.5,0,71,netbanking,bank_error,7,5944.46,3,0
68,21,1743.67,0.93,1,13,card,expired_card,25,7585.67,1,0
36,2,2937.13,0.75,1,63,upi,insufficient_funds,19,2523.33,1,0
62,31,1098.77,0.81,1,63,card,card_declined,3,3950.89,0,0
24,44,2333.18,0.58,1,61,card,insufficient_funds,42,5571.95,2,0
64,33,566.47,0.66,0,36,wallet,expired_card,36,13392.16,2,0
24,30,288.39,0.88,2,8,upi,card_declined,1,6280.82,3,1
43,12,647.97,0.6,5,27,card,bank_error,39,7974.48,0,0
57,44,949.41,0.5,1,26,upi,card_declined,42,2373.96,0,1
22,12,1411.37,0.63,0,45,wallet,insufficient_funds,35,20159.79,0,0
38,51,2688.12,0.44,1,42,card,bank_error,11,2213.62,0,0
31,57,1373.97,0.83,3,14,card,expired_card,46,8580.47,1,0
21,49,5325.05,0.49,3,84,netbanking,network_error,28,5303.85,0,0
40,52,1192.58,0.57,1,72,upi,bank_error,7,3486.33,1,0
59,24,1176.75,0.93,2,52,netbanking,bank_error,14,3265.59,1,1
37,24,1389.56,0.72,0,69,upi,bank_error,21,7652.64,0,1
32,58,1429.77,0.59,3,53,upi,bank_error,6,2411.35,0,0
